Assessment_Type,Date_Deployed,Date_Retrieved,StartTime_Deployed,EndTime_Deployed,StartTime_Retrieved,EndTime_Retrieved,Weather,Personnel,Management_Area,Waterbody,Site_ID,Site_Name,Site_Info,County,Trap_Effort,Trap_Type,Trap_Number,Trap_Info,Bait,Latitude,Longitude,Date_Checked,CAMA_Total,CAMA_Male,CAMA_Female,HEOR,LEAR,HENU,GAAC,CYAG,MEMA,PAHI,PAGR,COAS,OLMA,FLAT,PLST,BAAT,NASS,BROK,SAND,BUBB,ILOB,JELL,TECH,Other_Bycatch,Mortalities,Notes,Data_Source,TrackedChanges,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Fukui,1488-R,C.DC.02,Mackerel,48.97246,-122.731907,7/8/2021,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Minnow,1106-Y,C.DC.03,Mackerel,48.97266,-122.732068,7/8/2021,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Fukui,1495-R,C.DC.04,Mackerel,48.97279,-122.732185,7/8/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Minnow,1107-Y,C.DC.05,Mackerel,48.97284,-122.732376,7/8/2021,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAMA-3,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Fukui,1179-Y,C.DC.06,Mackerel,48.97298,-122.732562,7/8/2021,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Minnow,1178-B,C.DC.07,Mackerel,48.97304,-122.732754,7/8/2021,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAMA-3,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Fukui,1407-R,C.DC.08,Mackerel,48.97314,-122.732941,7/8/2021,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Minnow,1418-R,C.DC.09,Mackerel,48.97324,-122.733175,7/8/2021,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAMA-2,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Fukui,1181-Y,C.DC.10,Mackerel,48.97332,-122.733318,7/8/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Minnow,195-P,C.DC.11,Mackerel,48.97344,-122.733444,7/8/2021,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAMA-2,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Fukui,115-Y,C.DC.12,Mackerel,48.97353,-122.733689,7/8/2021,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Minnow,1138-Y,C.DC.13,Mackerel,48.9736154,-122.7338746,7/8/2021,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Fukui,618-P,C.DC.14,Mackerel,48.97368,-122.734071,7/8/2021,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Minnow,114-Y,C.DC.15,Mackerel,48.97374,-122.734239,7/8/2021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Fukui,12-P,C.DC.16,Mackerel,48.97378,-122.734431,7/8/2021,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Minnow,1083-Y,C.DC.17,Mackerel,48.97382,-122.73462,7/8/2021,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Fukui,1195-Y,C.DC.18,Mackerel,48.97379,-122.734804,7/8/2021,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Minnow,667-P,C.DC.19,Mackerel,48.97382,-122.735038,7/8/2021,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,10:05,10:25,11:36,12:04,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,60,Fukui,1175-Y,C.DC.20,Mackerel,48.9738,-122.735215,7/8/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Fukui,619-P,C.CC.01,Mackerel,48.96181,-122.73338,7/8/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Minnow,1148-B,C.CC.02,Mackerel,48.9618,-122.73354,7/8/2021,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAMA-16,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Fukui,1187-Y,C.CC.03,Mackerel,48.96178,-122.733663,7/8/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Minnow,1122-Y,C.CC.04,Mackerel,48.96179,-122.733751,7/8/2021,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAMA-21,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Fukui,648-P,C.CC.05,Mackerel,48.96177,-122.733889,7/8/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PAMA-1,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Minnow,1351-G,C.CC.06,Mackerel,48.96175,-122.733996,7/8/2021,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,PAMA-13,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Fukui,20-P,C.CC.07,Mackerel,48.96175,-122.734063,7/8/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PAMA-1,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Minnow,171-Y,C.CC.08,Mackerel,48.96175,-122.73419,7/8/2021,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAMA-18,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Fukui,176-P,C.CC.09,Mackerel,48.96164,-122.734267,7/8/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Minnow,1346-G,C.CC.10,Mackerel,48.96158,-122.734304,7/8/2021,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAMA-18,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Fukui,574-P,C.CC.11,Mackerel,48.96152,-122.734306,7/8/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Minnow,81-P,C.CC.12,Mackerel,48.96148,-122.734304,7/8/2021,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,PAMA-33,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Fukui,621-P,C.CC.13,Mackerel,48.96142,-122.734294,7/8/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,PAMA-1,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Minnow,1181-B,C.CC.14,Mackerel,48.96134,-122.734253,7/8/2021,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAMA-10,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Fukui,1176-Y,C.CC.15,Mackerel,48.96129,-122.734209,7/8/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Minnow,1427-R,C.CC.16,Mackerel,48.96124,-122.734148,7/8/2021,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,PAMA-14,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Fukui,1156-Y,C.CC.17,Mackerel,48.96118,-122.734102,7/8/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,PAMA-1,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Minnow,1464-R,C.CC.18,Mackerel,48.96111,-122.734088,7/8/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAMA-18,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Fukui,178-Y,C.CC.19,Mackerel,48.96105,-122.734018,7/8/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,PAMA-1,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Minnow,1320-G,C.CC.20,Mackerel,48.96098,-122.733974,7/8/2021,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PAMA-14,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Fukui,1167-Y,C.CC.21,Mackerel,48.96092,-122.733929,7/8/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Minnow,1081-Y,C.CC.22,Mackerel,48.96087,-122.733894,7/8/2021,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,1,0,PAMA-18,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Fukui,1100-Y,C.CC.23,Mackerel,48.96081,-122.733876,7/8/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,-,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Minnow,626-P,C.CC.24,Mackerel,48.96075,-122.73385,7/8/2021,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAMA-16,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Fukui,1173-Y,C.CC.25,Mackerel,48.9607,-122.733839,7/8/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,PAMA-2,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Minnow,1084-Y,C.CC.26,Mackerel,48.96064,-122.733843,7/8/2021,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,PAMA-24,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Fukui,1177-Y,C.CC.27,Mackerel,48.96057,-122.733845,7/8/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Minnow,1319-G,C.CC.28,Mackerel,48.9605,-122.733794,7/8/2021,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PAMA-21,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Fukui,1451-R,C.CC.29,Mackerel,48.96044,-122.733788,7/8/2021,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,PAMA-2,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/8/2021,10:50,11:09,9:52,11:00,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,60,Minnow,1370-P,C.CC.30,Mackerel,48.96035,-122.733825,7/8/2021,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PAMA-12,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,8:10,8:35,10:22,10:55,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Minnow,158-P,C.P.01,Mackerel,48.98899,-122.755793,7/8/2021,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,8:10,8:35,10:22,10:55,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Fukui,573-P,C.P.02,Mackerel,48.98908,-122.755697,7/8/2021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Labeled as 753-P on 7/8/21, Inputted by Leah Robison",WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,8:10,8:35,10:22,10:55,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Minnow,1378-P,C.P.03,Mackerel,48.98915,-122.755547,7/8/2021,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,8:10,8:35,10:22,10:55,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Fukui,367-R,C.P.04,Mackerel,48.98919,-122.755448,7/8/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,8:10,8:35,10:22,10:55,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Minnow,142-P,C.P.05,Mackerel,48.98901,-122.755339,7/8/2021,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,8:10,8:35,10:22,10:55,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Fukui,1361-G,C.P.06,Mackerel,48.98895,-122.755304,7/8/2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
Removal,7/6/2021,7/9/2021,8:10,8:35,10:22,10:55,Sunny,"WDFW: Lindsey Parker, Nathan Goldschmidt; NWSC: Allie Simpson, Jonathan Hallenbeck",San Juan Islands,Drayton Harbor,N/A,North,Core; Pillars,Whatcom,90,Minnow,1404-R,C.P.07,Mackerel,48.98891,-122.755218,7/8/2021,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,,,,,,,,,,,
