WA_ID,WDFW_ID,WSG_ID,Other_ID,Type,Scientific_Name,Common_Name,Date_Observed,Date_Reported,Day,Month,Year,Management_Area,Waterbody,Site_ID,Site_Name,Site_Info,County,Latitude,Longitude,Accuracy,Sex,CW_mm,NW_mm,Limb_Status,Color,Eggs,Condition,Barnacles,YearClass_Estimation,Trap_Type,Trap_Number,Trap_Info,Bait,ReportingParty,ReportingParty_PhoneNumber,ReportingParty_Email,ConfirmingParty,Confirming_Evidence,PicturePath_Media,Genetics,Database_Recorder,Notes,Data_Source,TrackedChanges,,,
,DH.2021.0107,WASS.2021.0235,N/A,Crustacean,Carcinus maenas,European Green Crab,9/16/2021,9/16/2021,16,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973797,-122.7354672,Actual,Male,85,N/A,Rd4,Light-Orange,N/A,Live,Yes,,Shrimp,1153-Pk,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0108,WASS.2021.0236,N/A,Crustacean,Carcinus maenas,European Green Crab,9/16/2021,9/16/2021,16,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973641,-122.735643,Actual,Male,74,N/A,Ld1,Orange,N/A,Live,No,,Shrimp,1154-Pk,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0109,WASS.2021.0237,N/A,Crustacean,Carcinus maenas,European Green Crab,9/16/2021,9/16/2021,16,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973641,-122.735643,Actual,Male,68,N/A,Lr1; Rr1,Yellow,N/A,Live - damaged abdomen,No,,Shrimp,1154-Pk,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0110,WASS.2021.0238,N/A,Crustacean,Carcinus maenas,European Green Crab,9/16/2021,9/16/2021,16,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Dock,Whatcom,48.972558,-122.73217,Actual,Male,69,N/A,Rr1,Yellow,N/A,Live,Yes,,Shrimp,164-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,"GPS was inaccurate. Updated with lat/long where trap was actually placed. Original lat/long: 48.972461, -122.7352149 - AS",,,
,DH.2021.0111,WASS.2021.0239,N/A,Crustacean,Carcinus maenas,European Green Crab,9/16/2021,9/16/2021,16,9,2021,San Juan Islands,Drayton Harbor,N/A,California Creek,-,Whatcom,48.961825,-122.733198,Actual,Male,71,N/A,"L5,Ld4",Red/Orange,N/A,Live,Yes,,Shrimp,1399-G,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0112,WASS.2021.0240,N/A,Crustacean,Carcinus maenas,European Green Crab,9/16/2021,9/16/2021,16,9,2021,San Juan Islands,Drayton Harbor,N/A,California Creek,-,Whatcom,48.961627,-122.734341,Actual,Male,76,N/A,"Rr2, Rd2",Light-Green,N/A,Live,No,,Shrimp,1397-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0113,WASS.2021.0241,N/A,Crustacean,Carcinus maenas,European Green Crab,9/17/2021,9/17/2021,17,9,2021,San Juan Islands,Drayton Harbor,N/A,North,Pillars,Whatcom,48.98838,-122.753556,Actual,Male,84,N/A,"Rd1,5",Orange,N/A,Live,Yes,,Shrimp,133-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0114,WASS.2021.0242,N/A,Crustacean,Carcinus maenas,European Green Crab,9/17/2021,9/17/2021,17,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,G3,Whatcom,48.973641,-122.735643,Actual,Male,78.5,N/A,Lr2,Yellow,N/A,Live,No,,Shrimp,1154-Pk,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0115,WASS.2021.0243,N/A,Crustacean,Carcinus maenas,European Green Crab,9/17/2021,9/17/2021,17,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.97374,-122.734239,Actual,Male,38,N/A,Ld4,Yellow,N/A,Live,No,,Minnow,1467-R,C.DC.15,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0116,WASS.2021.0244,N/A,Crustacean,Carcinus maenas,European Green Crab,9/17/2021,9/17/2021,17,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Dock,Whatcom,48.972558,-122.73217,Actual,Male,83,N/A,Ld2,Orange,N/A,Live,No,,Shrimp,164-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,"GPS was inaccurate. Updated with lat/long where trap was actually placed. Original lat/long: 48.972461, -122.7352149 - AS",,,
,DH.2021.0117,WASS.2021.0245,N/A,Crustacean,Carcinus maenas,European Green Crab,9/17/2021,9/17/2021,17,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Dock,Whatcom,48.972558,-122.73217,Actual,Male,76,N/A,Ld3,Light-Orange,N/A,Live - ventral lesion and L1 lesion,No,,Shrimp,164-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,"GPS was inaccurate. Updated with lat/long where trap was actually placed. Original lat/long: 48.972461, -122.7352149 - AS",,,
,DH.2021.0118,WASS.2021.0246,N/A,Crustacean,Carcinus maenas,European Green Crab,9/17/2021,9/17/2021,17,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Dock,Whatcom,48.972558,-122.73217,Actual,Male,69,N/A,Good,Yellow,N/A,Live,No,,Shrimp,164-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,"GPS was inaccurate. Updated with lat/long where trap was actually placed. Original lat/long: 48.972461, -122.7352149 - AS",,,
,DH.2021.0119,WASS.2021.0247,N/A,Crustacean,Carcinus maenas,European Green Crab,9/17/2021,9/17/2021,17,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Dock,Whatcom,48.972558,-122.73217,Actual,Female,61,N/A,Rd3,Green,No,Live,No,,Shrimp,164-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,"GPS was inaccurate. Updated with lat/long where trap was actually placed. Original lat/long: 48.972461, -122.7352149 - AS",,,
,DH.2021.0120,WASS.2021.0248,N/A,Crustacean,Carcinus maenas,European Green Crab,9/17/2021,9/17/2021,17,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Dock,Whatcom,48.972538,-122.732108,Actual,Male,72,N/A,Good,Yellow,N/A,Live,No,,Shrimp,1116-B,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0121,WASS.2021.0249,N/A,Crustacean,Carcinus maenas,European Green Crab,9/17/2021,9/17/2021,17,9,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,Core,Whatcom,48.972464,-122.731907,Actual,Male,79.5,N/A,Ld3,Orange,N/A,Live,Yes,,Fukui,1194-Y,C.DC.02,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0122,WASS.2021.0250,N/A,Crustacean,Carcinus maenas,European Green Crab,9/17/2021,9/17/2021,17,9,2021,San Juan Islands,Drayton Harbor,N/A,California Creek,-,Whatcom,48.9611768,-122.7340379,Actual,Male,70,N/A,Good,Orange,N/A,Live,No,,Shrimp,197-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0123,WASS.2021.0251,N/A,Crustacean,Carcinus maenas,European Green Crab,9/17/2021,9/17/2021,17,9,2021,San Juan Islands,Drayton Harbor,N/A,California Creek,Core,Whatcom,48.961643,-122.734267,Actual,Male,70.5,N/A,Good,Yellow,N/A,Live,No,,Fukui,1491-R,C.CC.09,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0124,WASS.2021.0257,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,North,Pillars,Whatcom,48.988993,-122.755148,Actual,Male,70,N/A,Ld1,Green,N/A,Live,No,,Shrimp,1397-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0125,WASS.2021.0258,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,North,Pillars,Whatcom,48.988855,-122.755197,Actual,Male,79,N/A,Good,Orange,N/A,Live,No,,Shrimp,1116-B,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0126,WASS.2021.0259,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,North,Pillars,Whatcom,48.98852,-122.75372,Actual,Male,80,N/A,L1,Light-Orange,N/A,Live - ventral lesion,Yes,,"Shrimp - 1/2""",105-Y,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0127,WASS.2021.0260,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,California Creek,-,Whatcom,48.961724,-122.734195,Actual,Male,65,N/A,Good,Orange,N/A,Live,No,,"Shrimp - 1/2""",106-Y,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0128,WASS.2021.0261,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,California Creek,-,Whatcom,48.961444,-122.734242,Actual,Male,70.5,N/A,Rr1,Red/Orange,N/A,Live,No,,Shrimp,164-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0129,WASS.2021.0262,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,-,Whatcom,48.973802,-122.734376,Actual,Male,86,N/A,Good,Orange,N/A,Live,No,,Shrimp,N/A,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0130,WASS.2021.0263,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,-,Whatcom,48.973802,-122.734376,Actual,Female,67.5,N/A,Good,Dark-Green,No,Live,No,,Shrimp,N/A,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0131,WASS.2021.0264,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,-,Whatcom,48.973802,-122.734376,Actual,Female,70,N/A,Good,Dark-Green,No,Live,No,,Shrimp,N/A,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0132,WASS.2021.0265,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,-,Whatcom,48.973476,-122.733455,Actual,Female,64,N/A,L5; Rr1,Dark-Green,No,Live,No,,Shrimp,197-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0133,WASS.2021.0266,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,-,Whatcom,48.973476,-122.733455,Actual,Male,58.5,N/A,Good,Light-Green,N/A,Live,No,,Shrimp,197-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0134,WASS.2021.0267,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,-,Whatcom,48.972615,-122.732228,Actual,Female,75,N/A,Lr1,Dark-Green,No,Live,No,,Shrimp,1399-G,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0135,WASS.2021.0268,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,-,Whatcom,48.972615,-122.732228,Actual,Female,67.5,N/A,Good,Dark-Green,No,Live,No,,Shrimp,1399-G,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0136,WASS.2021.0269,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,-,Whatcom,48.972615,-122.732228,Actual,Male,74,N/A,L4; R1,Orange,N/A,Live,No,,Shrimp,1399-G,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0137,WASS.2021.0270,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,-,Whatcom,48.972615,-122.732228,Actual,Male,78,N/A,Lr1,Light-Orange,N/A,Live,No,,Shrimp,1399-G,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0138,WASS.2021.0271,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,-,Whatcom,48.972615,-122.732228,Actual,Female,57,N/A,Good,Dark-Green,No,Live,No,,Shrimp,1399-G,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0139,WASS.2021.0272,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,-,Whatcom,48.972615,-122.732228,Actual,Female,66,N/A,Good,Dark-Green,No,Live,No,,Shrimp,1399-G,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0140,WASS.2021.0273,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,-,Whatcom,48.972615,-122.732228,Actual,Male,68,N/A,R1,Orange,N/A,Live,No,,Shrimp,1399-G,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0141,WASS.2021.0274,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,-,Whatcom,48.972615,-122.732228,Actual,Female,65.5,N/A,L3,Dark-Green,No,Live,No,,Shrimp,1399-G,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0142,WASS.2021.0275,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,-,Whatcom,48.972573,-122.73218,Actual,Male,76.5,N/A,Good,Yellow,N/A,Live,No,,Shrimp,133-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,GPS was inaccurate. Updated with lat/long where trap was actually placed. Original lat/long: 48.972573 -122.72218 - LR,,,
,DH.2021.0143,WASS.2021.0276,N/A,Crustacean,Carcinus maenas,European Green Crab,10/5/2021,10/5/2021,5,10,2021,San Juan Islands,Drayton Harbor,N/A,Dakota Creek,-,Whatcom,48.972573,-122.73218,Actual,Male,72,N/A,L5; Rr1,Red/Orange,N/A,Live,No,,Shrimp,133-P,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,GPS was inaccurate. Updated with lat/long where trap was actually placed. Original lat/long: 48.972573 -122.72218 - LR,,,
,DH.2021.0144,WASS.2021.0280,N/A,Crustacean,Carcinus maenas,European Green Crab,10/6/2021,10/6/2021,6,10,2021,San Juan Islands,Drayton Harbor,N/A,North,Pillars,Whatcom,48.98852,-122.75372,Actual,Male,72.5,N/A,Good,Orange,N/A,Live,Yes,,"Shrimp - 1/2""",105-Y,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0145,WASS.2021.0281,N/A,Crustacean,Carcinus maenas,European Green Crab,10/6/2021,10/6/2021,6,10,2021,San Juan Islands,Drayton Harbor,N/A,North,Pillars,Whatcom,48.98852,-122.75372,Actual,Male,73,N/A,Ld1,Orange,N/A,Live - damaged right carapace,No,,"Shrimp - 1/2""",105-Y,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,DH.2021.0146,WASS.2021.0282,N/A,Crustacean,Carcinus maenas,European Green Crab,10/6/2021,10/6/2021,6,10,2021,San Juan Islands,Drayton Harbor,N/A,North,Pillars,Whatcom,48.98852,-122.75372,Actual,Male,73.5,N/A,R3,Yellow,N/A,Live,No,,"Shrimp - 1/2""",105-Y,-,Mackerel,NWSC,360.481.9253,simpson@nwstraits.org,"Alexandra Simpson, NWSC",Specimen,N/A,Given to WSG,Simpson NWSC,-,WDFW,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N/A,N/A,N/A,Crustacean,Carcinus maenas,European Green Crab,5/10/2021,5/10/2021,10,5,2021,San Juan Islands,Drayton Harbor,-,California Creek,Core,Whatcom,48.96113,-122.734133,Actual,Male,62,N/A,-,-,-,Molt,-,-,Hand,-,N/A,Mackerel,WDFW,,,"Lindsey Parker, WDFW",Specimen,,,Parker WDFW,-,WDFW,,,,
,N/A,N/A,N/A,Crustacean,Carcinus maenas,European Green Crab,5/11/2021,5/11/2021,11,5,2021,San Juan Islands,Drayton Harbor,-,California Creek,Core,Whatcom,48.961735,-122.733776,Actual,Unknown,52,N/A,-,-,-,Molt,-,-,Hand,-,N/A,Mackerel,WDFW,,,"Lindsey Parker, WDFW",Specimen,,,Parker WDFW,-,WDFW,,,,
,N/A,N/A,N/A,Crustacean,Carcinus maenas,European Green Crab,5/25/2021,5/25/2021,25,5,2021,San Juan Islands,Drayton Harbor,-,Pillars,Core,Whatcom,48.988553,-122.753792,Actual,Unknown,-,N/A,-,-,,Molt,-,-,Hand,-,N/A,N/A,WDFW,,,"Lindsey Parker, WDFW",Specimen,,,Parker WDFW,-,WDFW,,,,
,N/A,N/A,N/A,Crustacean,Carcinus maenas,European Green Crab,5/25/2021,5/25/2021,25,5,2021,San Juan Islands,Drayton Harbor,-,Pillars,Core,Whatcom,,,,Male,75,N/A,-,-,-,Molt,-,,Hand,-,N/A,N/A,WDFW,,,"Lindsey Parker, WDFW",Specimen,,,Parker WDFW,-,WDFW,,,,
,-,,N/A,Crustacean,Carcinus maenas,European Green Crab,6/8/2021,6/8/2021,8,6,2021,San Juan Islands,Drayton Harbor,-,California Creek,Core,Whatcom,48.961287,-122.732831,Actual,Unknown,-,N/A,-,-,-,Molt,-,-,Hand,N/A,N/A,N/A,WDFW,,,"Lindsey Parker, WDFW",Specimen,,,Parker WDFW,-,WDFW,,,,
,-,,N/A,Crustacean,Carcinus maenas,European Green Crab,6/10/2021,6/10/2021,10,6,2021,San Juan Islands,Drayton Harbor,-,California Creek,Core,Whatcom,48.961168,-122.734164,Actual,Male,-,N/A,-,-,-,Molt,-,-,Hand,N/A,N/A,N/A,WDFW,,,"Lindsey Parker, WDFW",Specimen,,,Parker WDFW,-,WDFW,,,,
,-,,N/A,Crustacean,Carcinus maenas,European Green Crab,6/23/2021,6/23/2021,23,6,2021,San Juan Islands,Drayton Harbor,C.CC.16,California Creek,Core; molt was found next to trap,Whatcom,48.961238,-122.734148,Actual,Unknown,-,N/A,-,-,-,Molt,-,-,Hand,N/A,N/A,N/A,WDFW,,,"Lindsey Parker, WDFW",Specimen,,,Parker WDFW,-,WDFW,,,,
,-,,N/A,Crustacean,Carcinus maenas,European Green Crab,7/8/2021,7/8/2021,8,7,2021,San Juan Islands,Drayton Harbor,-,Pillars,Core,Whatcom,48.988926,-122.755167,Actual,Female,55,N/A,Lr3,Orange,N/A,Molt,Yes,,Hand,N/A,N/A,N/A,WDFW,,,"Lindsey Parker, WDFW",Specimen,,,Parker WDFW,-,WDFW,,,,
,-,,N/A,Crustacean,Carcinus maenas,European Green Crab,7/8/2021,7/8/2021,8,7,2021,San Juan Islands,Drayton Harbor,C.P.19,Pillars,Core,Whatcom,48.988646,-122.754055,Actual,Female,47,N/A,N/A,Green,N/A,Molt,Yes,,Hand,N/A,N/A,N/A,WDFW,,,"Lindsey Parker, WDFW",Specimen,,,Parker WDFW,-,WDFW,,,,
